1297 424194 2338869 6445126 11816822 21974920 
1312 433604 2394552 6595565 12101621 22474588 

Impossible number of cells, using 44999928 instead
1326 442187 2445243 6747645 12365353 22999500 
1341 452133 2499858 6907586 12653750 23486600 

Impossible number of cells, using 46999924 instead
1355 461085 2555209 7046221 12924773 24012636 
1370 471366 2614937 7196577 13199487 24517556 
1384 482136 2664306 7342448 13474712 25036320 

Impossible number of cells, using 49999920 instead
1398 491118 2719271 7500243 13758232 25531056 

Impossible number of cells, using 50999917 instead
1412 500737 2775742 7651333 14022957 26049148 
1426 510834 2832010 7798454 14304610 26554008 
1439 519818 2882640 7947413 14577852 27072192 
1453 531107 2935858 8101079 14854022 27577848 
1466 539348 2990043 8257806 15136828 28075888 
1480 551230 3045674 8404802 15409782 28588424 
1493 561225 3098269 8552916 15679857 29107644 

Impossible number of cells, using 57999909 instead
1506 569965 3157600 8697839 15959949 29614556 

Impossible number of cells, using 58999906 instead
1519 579062 3213813 8856309 16236282 30114440 
1531 588766 3261716 8995488 16499451 30654484 
1544 598715 3317889 9149751 16780705 31152844 

Impossible number of cells, using 61999902 instead
1557 608531 3375939 9306437 17050575 31658420 
1569 618021 3426796 9449027 17330669 32175388 

Impossible number of cells, using 63999898 instead
1582 629162 3482998 9600162 17609944 32677632 
1594 637786 3535904 9760118 17884989 33181100 
1606 647640 3588765 9904046 18161145 33698300 
1618 658200 3640970 10046638 18422323 34231764 
1630 666203 3700153 10203929 18705389 34724220 
1642 675476 3755420 10363104 18977897 35227996 
1654 686538 3809591 10500572 19254467 35748724 
1666 696832 3863963 10655302 19530362 36253432 
1678 706874 3920155 10809594 19816223 36747044 

Impossible number of cells, using 72999888 instead
1689 715274 3973184 10955263 20087427 37268740 
1701 725779 4028904 11112917 20374139 37758148 

Impossible number of cells, using 74999884 instead
1712 736243 4079124 11247583 20627086 38309848 
1724 746494 4138414 11404280 20912307 38798388 
1735 755820 4190424 11555106 21186772 39311760 

Impossible number of cells, using 77999880 instead
1746 764263 4246200 11708521 21464912 39815984 

Impossible number of cells, using 78999877 instead
1757 774443 4296991 11859580 21732523 40336340 
1768 783260 4351477 12019515 22014664 40830960 

Impossible number of cells, using 80999874 instead
1779 793458 4407544 12154607 22291085 41353180 

Impossible number of cells, using 81999871 instead
1790 802660 4465587 12302709 22566271 41862644 
1801 813458 4515938 12460876 22837654 42371944 

Impossible number of cells, using 83999868 instead
1812 823204 4571725 12614187 23129232 42861520 

Impossible number of cells, using 84999865 instead
1823 834444 4626118 12759170 23385385 43394748 

Impossible number of cells, using 85999863 instead
1833 842564 4675143 12914842 23673754 43893560 

Impossible number of cells, using 86999860 instead
1844 852055 4735947 13065500 23954990 44391368 
1855 862126 4791893 13230551 24237629 44877660 
1865 873092 4836711 13369963 24508348 45411744 

Impossible number of cells, using 89999856 instead
1875 880396 4899283 13500731 24777790 45941656 

Impossible number of cells, using 90999853 instead
1886 891619 4953786 13665964 25050100 46438384 

Impossible number of cells, using 91999851 instead
1896 899989 5008584 13815486 25334256 46941536 

Impossible number of cells, using 92999848 instead
1906 908332 5063009 13973173 25604782 47450552 

Impossible number of cells, using 93999846 instead
1917 920381 5120376 14123295 25880490 47955304 

Impossible number of cells, using 94999843 instead
1927 929985 5175808 14261461 26156129 48476460 
1937 941132 5221760 14416872 26430534 48989544 

Impossible number of cells, using 96999840 instead
1947 949174 5280813 14572907 26707690 49489256 

Impossible number of cells, using 97999837 instead
1957 960536 5329898 14715159 26997956 49996288 
1967 968264 5392801 14869619 27262960 50506192 

Impossible number of cells, using 99999834 instead
1977 977828 5447332 15029443 27537963 51007268 
